date,county,partiallycovered,fullycovered
2021-04-25T00:00:00.000,Butler,49,23
2021-04-24T00:00:00.000,Butler,249,181
2021-04-23T00:00:00.000,Butler,1124,617
2021-04-22T00:00:00.000,Butler,761,680
2021-04-21T00:00:00.000,Butler,1029,765
2021-04-20T00:00:00.000,Butler,1646,624
2021-04-19T00:00:00.000,Butler,1315,536
2021-04-18T00:00:00.000,Butler,68,34
2021-04-17T00:00:00.000,Butler,253,397
2021-04-16T00:00:00.000,Butler,1051,966
2021-04-15T00:00:00.000,Butler,875,938
2021-04-14T00:00:00.000,Butler,917,964
2021-04-13T00:00:00.000,Butler,1306,811
2021-04-12T00:00:00.000,Butler,1041,956
2021-04-11T00:00:00.000,Butler,44,84
2021-04-10T00:00:00.000,Butler,237,549
2021-04-09T00:00:00.000,Butler,383,1363
2021-04-08T00:00:00.000,Butler,1001,1002
2021-04-07T00:00:00.000,Butler,836,1206
2021-04-06T00:00:00.000,Butler,804,1664
2021-04-05T00:00:00.000,Butler,1082,234
2021-04-04T00:00:00.000,Butler,13,28
2021-04-03T00:00:00.000,Butler,253,428
2021-04-02T00:00:00.000,Butler,578,1348
2021-04-01T00:00:00.000,Butler,751,1629
2021-03-31T00:00:00.000,Butler,893,1325
2021-03-30T00:00:00.000,Butler,622,1958
2021-03-29T00:00:00.000,Butler,466,1815
2021-03-28T00:00:00.000,Butler,32,124
2021-03-27T00:00:00.000,Butler,228,204
2021-03-26T00:00:00.000,Butler,931,1034
2021-03-25T00:00:00.000,Butler,1154,671
2021-03-24T00:00:00.000,Butler,822,1137
2021-03-23T00:00:00.000,Butler,928,716
2021-03-22T00:00:00.000,Butler,884,735
2021-03-21T00:00:00.000,Butler,62,94
2021-03-20T00:00:00.000,Butler,318,1248
2021-03-19T00:00:00.000,Butler,1300,697
2021-03-18T00:00:00.000,Butler,947,1195
2021-03-17T00:00:00.000,Butler,1296,519
2021-03-16T00:00:00.000,Butler,1602,845
2021-03-15T00:00:00.000,Butler,186,503
2021-03-14T00:00:00.000,Butler,32,467
2021-03-13T00:00:00.000,Butler,459,729
2021-03-12T00:00:00.000,Butler,1633,504
2021-03-11T00:00:00.000,Butler,1526,640
2021-03-10T00:00:00.000,Butler,1437,651
2021-03-09T00:00:00.000,Butler,2090,674
2021-03-08T00:00:00.000,Butler,1791,337
2021-03-07T00:00:00.000,Butler,84,51
2021-03-06T00:00:00.000,Butler,272,364
2021-03-05T00:00:00.000,Butler,1192,1443
2021-03-04T00:00:00.000,Butler,940,1582
2021-03-03T00:00:00.000,Butler,1070,1278
2021-03-02T00:00:00.000,Butler,953,1321
2021-03-01T00:00:00.000,Butler,598,1352
2021-02-28T00:00:00.000,Butler,97,95
2021-02-27T00:00:00.000,Butler,1612,371
2021-02-26T00:00:00.000,Butler,572,1433
2021-02-25T00:00:00.000,Butler,875,1040
2021-02-24T00:00:00.000,Butler,455,1187
2021-02-23T00:00:00.000,Butler,543,778
2021-02-22T00:00:00.000,Butler,105,278
2021-02-21T00:00:00.000,Butler,52,429
2021-02-20T00:00:00.000,Butler,263,509
2021-02-19T00:00:00.000,Butler,322,755
2021-02-18T00:00:00.000,Butler,534,376
2021-02-17T00:00:00.000,Butler,657,329
2021-02-16T00:00:00.000,Butler,574,385
2021-02-15T00:00:00.000,Butler,225,530
2021-02-14T00:00:00.000,Butler,34,198
2021-02-13T00:00:00.000,Butler,229,190
2021-02-12T00:00:00.000,Butler,1487,540
2021-02-11T00:00:00.000,Butler,1305,543
2021-02-10T00:00:00.000,Butler,1157,404
2021-02-09T00:00:00.000,Butler,1419,277
2021-02-08T00:00:00.000,Butler,1269,424
2021-02-07T00:00:00.000,Butler,60,24
2021-02-06T00:00:00.000,Butler,374,206
2021-02-05T00:00:00.000,Butler,1304,235
2021-02-04T00:00:00.000,Butler,1294,336
2021-02-03T00:00:00.000,Butler,911,272
2021-02-02T00:00:00.000,Butler,887,335
2021-02-01T00:00:00.000,Butler,699,252
2021-01-31T00:00:00.000,Butler,435,6
2021-01-30T00:00:00.000,Butler,589,116
2021-01-29T00:00:00.000,Butler,962,342
2021-01-28T00:00:00.000,Butler,693,579
2021-01-27T00:00:00.000,Butler,641,531
2021-01-26T00:00:00.000,Butler,567,363
2021-01-25T00:00:00.000,Butler,721,221
2021-01-24T00:00:00.000,Butler,232,85
2021-01-23T00:00:00.000,Butler,312,125
2021-01-22T00:00:00.000,Butler,740,73
2021-01-21T00:00:00.000,Butler,605,56
2021-01-20T00:00:00.000,Butler,422,319
2021-01-19T00:00:00.000,Butler,239,197
2021-01-18T00:00:00.000,Butler,419,148
2021-01-17T00:00:00.000,Butler,117,13
2021-01-16T00:00:00.000,Butler,213,15
2021-01-15T00:00:00.000,Butler,235,75
2021-01-14T00:00:00.000,Butler,331,49
2021-01-13T00:00:00.000,Butler,203,121
2021-01-12T00:00:00.000,Butler,422,199
2021-01-11T00:00:00.000,Butler,246,283
2021-01-10T00:00:00.000,Butler,77,79
2021-01-09T00:00:00.000,Butler,91,60
2021-01-08T00:00:00.000,Butler,439,464
2021-01-07T00:00:00.000,Butler,589,59
2021-01-06T00:00:00.000,Butler,638,49
2021-01-05T00:00:00.000,Butler,436,4
2021-01-04T00:00:00.000,Butler,211,1
