date,county,partiallycovered,fullycovered
2021-05-25T00:00:00.000,Butler,330,487
2021-05-24T00:00:00.000,Butler,252,285
2021-05-23T00:00:00.000,Butler,71,23
2021-05-22T00:00:00.000,Butler,409,250
2021-05-21T00:00:00.000,Butler,431,621
2021-05-20T00:00:00.000,Butler,406,755
2021-05-19T00:00:00.000,Butler,408,647
2021-05-18T00:00:00.000,Butler,369,874
2021-05-17T00:00:00.000,Butler,491,396
2021-05-16T00:00:00.000,Butler,76,116
2021-05-15T00:00:00.000,Butler,298,271
2021-05-14T00:00:00.000,Butler,647,1086
2021-05-13T00:00:00.000,Butler,454,802
2021-05-12T00:00:00.000,Butler,287,1056
2021-05-11T00:00:00.000,Butler,243,1734
2021-05-10T00:00:00.000,Butler,127,1376
2021-05-09T00:00:00.000,Butler,12,42
2021-05-08T00:00:00.000,Butler,130,248
2021-05-07T00:00:00.000,Butler,261,1099
2021-05-06T00:00:00.000,Butler,305,1034
2021-05-05T00:00:00.000,Butler,331,758
2021-05-04T00:00:00.000,Butler,326,1332
2021-05-03T00:00:00.000,Butler,202,1011
2021-05-02T00:00:00.000,Butler,40,48
2021-05-01T00:00:00.000,Butler,207,263
2021-04-30T00:00:00.000,Butler,677,547
2021-04-29T00:00:00.000,Butler,612,1116
2021-04-28T00:00:00.000,Butler,640,734
2021-04-27T00:00:00.000,Butler,827,776
2021-04-26T00:00:00.000,Butler,252,1018
2021-04-25T00:00:00.000,Butler,49,23
2021-04-24T00:00:00.000,Butler,249,181
2021-04-23T00:00:00.000,Butler,1126,617
2021-04-22T00:00:00.000,Butler,763,681
2021-04-21T00:00:00.000,Butler,1028,765
2021-04-20T00:00:00.000,Butler,1645,625
2021-04-19T00:00:00.000,Butler,1313,536
2021-04-18T00:00:00.000,Butler,68,34
2021-04-17T00:00:00.000,Butler,253,397
2021-04-16T00:00:00.000,Butler,1051,965
2021-04-15T00:00:00.000,Butler,873,938
2021-04-14T00:00:00.000,Butler,917,964
2021-04-13T00:00:00.000,Butler,1305,812
2021-04-12T00:00:00.000,Butler,1041,956
2021-04-11T00:00:00.000,Butler,44,84
2021-04-10T00:00:00.000,Butler,236,550
2021-04-09T00:00:00.000,Butler,383,1366
2021-04-08T00:00:00.000,Butler,1001,1005
2021-04-07T00:00:00.000,Butler,836,1206
2021-04-06T00:00:00.000,Butler,804,1668
2021-04-05T00:00:00.000,Butler,1082,234
2021-04-04T00:00:00.000,Butler,13,28
2021-04-03T00:00:00.000,Butler,254,428
2021-04-02T00:00:00.000,Butler,578,1349
2021-04-01T00:00:00.000,Butler,751,1628
2021-03-31T00:00:00.000,Butler,894,1327
2021-03-30T00:00:00.000,Butler,623,1963
2021-03-29T00:00:00.000,Butler,466,1820
2021-03-28T00:00:00.000,Butler,32,123
2021-03-27T00:00:00.000,Butler,228,204
2021-03-26T00:00:00.000,Butler,931,1039
2021-03-25T00:00:00.000,Butler,1154,672
2021-03-24T00:00:00.000,Butler,822,1138
2021-03-23T00:00:00.000,Butler,929,717
2021-03-22T00:00:00.000,Butler,885,737
2021-03-21T00:00:00.000,Butler,62,94
2021-03-20T00:00:00.000,Butler,318,1254
2021-03-19T00:00:00.000,Butler,1300,698
2021-03-18T00:00:00.000,Butler,946,1200
2021-03-17T00:00:00.000,Butler,1296,520
2021-03-16T00:00:00.000,Butler,1603,848
2021-03-15T00:00:00.000,Butler,186,504
2021-03-14T00:00:00.000,Butler,32,467
2021-03-13T00:00:00.000,Butler,460,729
2021-03-12T00:00:00.000,Butler,1632,508
2021-03-11T00:00:00.000,Butler,1526,639
2021-03-10T00:00:00.000,Butler,1432,650
2021-03-09T00:00:00.000,Butler,2089,674
2021-03-08T00:00:00.000,Butler,1791,339
2021-03-07T00:00:00.000,Butler,84,51
2021-03-06T00:00:00.000,Butler,270,366
2021-03-05T00:00:00.000,Butler,1192,1445
2021-03-04T00:00:00.000,Butler,940,1583
2021-03-03T00:00:00.000,Butler,1069,1288
2021-03-02T00:00:00.000,Butler,953,1328
2021-03-01T00:00:00.000,Butler,599,1363
2021-02-28T00:00:00.000,Butler,97,95
2021-02-27T00:00:00.000,Butler,1611,372
2021-02-26T00:00:00.000,Butler,572,1447
2021-02-25T00:00:00.000,Butler,874,1048
2021-02-24T00:00:00.000,Butler,454,1190
2021-02-23T00:00:00.000,Butler,545,786
2021-02-22T00:00:00.000,Butler,104,278
2021-02-21T00:00:00.000,Butler,53,432
2021-02-20T00:00:00.000,Butler,262,515
2021-02-19T00:00:00.000,Butler,322,758
2021-02-18T00:00:00.000,Butler,534,375
2021-02-17T00:00:00.000,Butler,657,330
2021-02-16T00:00:00.000,Butler,574,387
2021-02-15T00:00:00.000,Butler,225,532
2021-02-14T00:00:00.000,Butler,34,198
2021-02-13T00:00:00.000,Butler,229,190
2021-02-12T00:00:00.000,Butler,1487,542
2021-02-11T00:00:00.000,Butler,1303,546
2021-02-10T00:00:00.000,Butler,1156,405
2021-02-09T00:00:00.000,Butler,1421,277
2021-02-08T00:00:00.000,Butler,1268,424
2021-02-07T00:00:00.000,Butler,60,24
2021-02-06T00:00:00.000,Butler,376,206
2021-02-05T00:00:00.000,Butler,1305,236
2021-02-04T00:00:00.000,Butler,1292,337
2021-02-03T00:00:00.000,Butler,910,273
2021-02-02T00:00:00.000,Butler,886,336
2021-02-01T00:00:00.000,Butler,699,252
2021-01-31T00:00:00.000,Butler,436,6
2021-01-30T00:00:00.000,Butler,592,115
2021-01-29T00:00:00.000,Butler,965,342
2021-01-28T00:00:00.000,Butler,692,580
2021-01-27T00:00:00.000,Butler,642,533
2021-01-26T00:00:00.000,Butler,567,366
2021-01-25T00:00:00.000,Butler,720,221
2021-01-24T00:00:00.000,Butler,231,86
2021-01-23T00:00:00.000,Butler,311,125
2021-01-22T00:00:00.000,Butler,740,73
2021-01-21T00:00:00.000,Butler,605,56
2021-01-20T00:00:00.000,Butler,420,319
2021-01-19T00:00:00.000,Butler,239,197
2021-01-18T00:00:00.000,Butler,419,148
2021-01-17T00:00:00.000,Butler,117,13
2021-01-16T00:00:00.000,Butler,213,15
2021-01-15T00:00:00.000,Butler,235,75
2021-01-14T00:00:00.000,Butler,331,49
2021-01-13T00:00:00.000,Butler,203,120
2021-01-12T00:00:00.000,Butler,422,199
2021-01-11T00:00:00.000,Butler,245,285
2021-01-10T00:00:00.000,Butler,77,79
2021-01-09T00:00:00.000,Butler,90,60
2021-01-08T00:00:00.000,Butler,438,467
2021-01-07T00:00:00.000,Butler,590,59
2021-01-06T00:00:00.000,Butler,638,49
2021-01-05T00:00:00.000,Butler,436,4
2021-01-04T00:00:00.000,Butler,211,1
