date,county,partiallycovered,fullycovered
2021-04-23T00:00:00.000,Butler,1125,617
2021-04-22T00:00:00.000,Butler,762,681
2021-04-21T00:00:00.000,Butler,1028,765
2021-04-20T00:00:00.000,Butler,1647,623
2021-04-19T00:00:00.000,Butler,1313,536
2021-04-18T00:00:00.000,Butler,68,34
2021-04-17T00:00:00.000,Butler,253,397
2021-04-16T00:00:00.000,Butler,1051,964
2021-04-15T00:00:00.000,Butler,874,938
2021-04-14T00:00:00.000,Butler,917,965
2021-04-13T00:00:00.000,Butler,1306,812
2021-04-12T00:00:00.000,Butler,1041,957
2021-04-11T00:00:00.000,Butler,44,84
2021-04-10T00:00:00.000,Butler,237,548
2021-04-09T00:00:00.000,Butler,383,1362
2021-04-08T00:00:00.000,Butler,1001,1001
2021-04-07T00:00:00.000,Butler,836,1205
2021-04-06T00:00:00.000,Butler,804,1663
2021-04-05T00:00:00.000,Butler,1082,234
2021-04-04T00:00:00.000,Butler,13,28
2021-04-03T00:00:00.000,Butler,252,429
2021-04-02T00:00:00.000,Butler,579,1346
2021-04-01T00:00:00.000,Butler,751,1626
2021-03-31T00:00:00.000,Butler,894,1322
2021-03-30T00:00:00.000,Butler,624,1956
2021-03-29T00:00:00.000,Butler,466,1812
2021-03-28T00:00:00.000,Butler,32,124
2021-03-27T00:00:00.000,Butler,228,203
2021-03-26T00:00:00.000,Butler,931,1033
2021-03-25T00:00:00.000,Butler,1155,665
2021-03-24T00:00:00.000,Butler,823,1136
2021-03-23T00:00:00.000,Butler,929,714
2021-03-22T00:00:00.000,Butler,885,734
2021-03-21T00:00:00.000,Butler,62,94
2021-03-20T00:00:00.000,Butler,318,1248
2021-03-19T00:00:00.000,Butler,1299,697
2021-03-18T00:00:00.000,Butler,947,1194
2021-03-17T00:00:00.000,Butler,1296,519
2021-03-16T00:00:00.000,Butler,1603,847
2021-03-15T00:00:00.000,Butler,186,503
2021-03-14T00:00:00.000,Butler,32,467
2021-03-13T00:00:00.000,Butler,459,729
2021-03-12T00:00:00.000,Butler,1632,503
2021-03-11T00:00:00.000,Butler,1525,639
2021-03-10T00:00:00.000,Butler,1435,651
2021-03-09T00:00:00.000,Butler,2091,674
2021-03-08T00:00:00.000,Butler,1792,337
2021-03-07T00:00:00.000,Butler,84,50
2021-03-06T00:00:00.000,Butler,271,366
2021-03-05T00:00:00.000,Butler,1191,1445
2021-03-04T00:00:00.000,Butler,939,1579
2021-03-03T00:00:00.000,Butler,1070,1276
2021-03-02T00:00:00.000,Butler,953,1320
2021-03-01T00:00:00.000,Butler,599,1350
2021-02-28T00:00:00.000,Butler,97,95
2021-02-27T00:00:00.000,Butler,1613,372
2021-02-26T00:00:00.000,Butler,572,1431
2021-02-25T00:00:00.000,Butler,875,1034
2021-02-24T00:00:00.000,Butler,454,1185
2021-02-23T00:00:00.000,Butler,544,777
2021-02-22T00:00:00.000,Butler,104,278
2021-02-21T00:00:00.000,Butler,52,428
2021-02-20T00:00:00.000,Butler,263,509
2021-02-19T00:00:00.000,Butler,322,756
2021-02-18T00:00:00.000,Butler,534,374
2021-02-17T00:00:00.000,Butler,657,329
2021-02-16T00:00:00.000,Butler,575,384
2021-02-15T00:00:00.000,Butler,225,528
2021-02-14T00:00:00.000,Butler,34,198
2021-02-13T00:00:00.000,Butler,228,190
2021-02-12T00:00:00.000,Butler,1487,540
2021-02-11T00:00:00.000,Butler,1306,541
2021-02-10T00:00:00.000,Butler,1157,400
2021-02-09T00:00:00.000,Butler,1421,277
2021-02-08T00:00:00.000,Butler,1268,424
2021-02-07T00:00:00.000,Butler,59,24
2021-02-06T00:00:00.000,Butler,377,206
2021-02-05T00:00:00.000,Butler,1308,235
2021-02-04T00:00:00.000,Butler,1295,336
2021-02-03T00:00:00.000,Butler,911,272
2021-02-02T00:00:00.000,Butler,887,334
2021-02-01T00:00:00.000,Butler,697,247
2021-01-31T00:00:00.000,Butler,435,6
2021-01-30T00:00:00.000,Butler,590,115
2021-01-29T00:00:00.000,Butler,964,341
2021-01-28T00:00:00.000,Butler,692,579
2021-01-27T00:00:00.000,Butler,641,531
2021-01-26T00:00:00.000,Butler,567,363
2021-01-25T00:00:00.000,Butler,720,221
2021-01-24T00:00:00.000,Butler,232,85
2021-01-23T00:00:00.000,Butler,312,125
2021-01-22T00:00:00.000,Butler,740,72
2021-01-21T00:00:00.000,Butler,606,56
2021-01-20T00:00:00.000,Butler,421,320
2021-01-19T00:00:00.000,Butler,238,198
2021-01-18T00:00:00.000,Butler,419,148
2021-01-17T00:00:00.000,Butler,117,13
2021-01-16T00:00:00.000,Butler,213,15
2021-01-15T00:00:00.000,Butler,235,75
2021-01-14T00:00:00.000,Butler,331,49
2021-01-13T00:00:00.000,Butler,204,120
2021-01-12T00:00:00.000,Butler,422,199
2021-01-11T00:00:00.000,Butler,245,283
2021-01-10T00:00:00.000,Butler,76,79
2021-01-09T00:00:00.000,Butler,91,60
2021-01-08T00:00:00.000,Butler,438,464
2021-01-07T00:00:00.000,Butler,589,59
2021-01-06T00:00:00.000,Butler,638,49
2021-01-05T00:00:00.000,Butler,436,4
2021-01-04T00:00:00.000,Butler,211,1
